quarter,districtoccur,psa,race,gender,age_range,n_stopped,n_searched,n_arrested,n_contraband,n_frisked,n_intruded,quarter_dt,quarter_str,q_str,year
2015-04-01,09,1,black,Male,45-54,27,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Male,55-64,28,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Female,45-54,16,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,asian,Female,45-54,4,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,other_race,Male,65+,1,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,asian,Female,35-44,2,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,asian,Female,25-34,7,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,latino,Female,25-34,4,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,other_race,Male,35-44,11,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,latino,Female,35-44,4,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Female,55-64,15,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,black,Female,55-64,6,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Female,<25,13,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Male,65+,15,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,latino,Male,45-54,5,1,1,1,1,1,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Male,35-44,26,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,black,Male,55-64,18,0,1,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,latino,Male,55-64,4,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,latino,Male,25-34,4,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Female,25-34,28,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,latino,Female,<25,2,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Male,<25,22,0,0,0,1,1,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,black,Female,45-54,22,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,other_race,Male,45-54,5,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-04-01,09,1,white,Female,65+,7,0,0,0,0,0,2015-04-01,2015-Q2,Q2,2015
2015-07-01,09,1,white,Female,55-64,11,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Female,65+,9,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Female,35-44,32,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Male,55-64,24,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Female,45-54,21,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Female,35-44,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Male,25-34,6,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Male,55-64,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Male,55-64,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Male,35-44,6,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Male,55-64,32,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Female,25-34,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Male,<25,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Male,<25,25,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Female,45-54,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Male,65+,18,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Female,25-34,4,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Male,55-64,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Female,35-44,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Male,<25,4,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Male,<25,24,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Female,25-34,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Male,35-44,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Male,35-44,46,2,0,1,4,4,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Male,65+,1,1,1,0,1,1,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Female,<25,16,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Female,<25,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Female,25-34,38,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Male,45-54,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Male,65+,1,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Male,25-34,66,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Male,<25,1,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Female,35-44,5,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Female,45-54,2,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Male,45-54,1,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Female,55-64,1,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Male,65+,12,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Male,35-44,40,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Female,35-44,16,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,asian,Male,45-54,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Male,35-44,6,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Female,45-54,14,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Female,55-64,13,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Female,55-64,1,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,other_race,Male,25-34,11,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Male,25-34,46,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Female,25-34,37,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Female,<25,20,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Male,45-54,38,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,latino,Male,25-34,3,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,white,Female,65+,7,0,0,0,0,0,2015-07-01,2015-Q3,Q3,2015
2015-07-01,09,1,black,Male,45-54,51,0,0,1,2,2,2015-07-01,2015-Q3,Q3,2015
2015-10-01,09,1,white,Male,35-44,19,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Female,35-44,7,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Female,25-34,18,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Female,55-64,7,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Male,35-44,18,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,other_race,Male,35-44,7,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Female,<25,7,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Male,55-64,2,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Male,65+,1,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,other_race,Male,45-54,4,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Male,35-44,2,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Male,55-64,10,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Female,55-64,7,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,latino,Male,25-34,6,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,other_race,Female,25-34,2,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Female,65+,4,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Female,65+,2,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Male,65+,7,1,1,0,0,1,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Male,45-54,1,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Male,25-34,9,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,latino,Female,35-44,1,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Female,45-54,8,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Female,<25,8,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Male,<25,2,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,latino,Male,<25,3,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Female,<25,1,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Male,45-54,23,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Female,25-34,12,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,asian,Female,25-34,1,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Male,<25,16,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Female,45-54,3,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,latino,Female,<25,1,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Male,45-54,20,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Male,65+,9,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Male,55-64,13,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Male,25-34,38,1,0,0,1,2,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,latino,Female,25-34,2,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,other_race,Male,25-34,5,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Male,25-34,36,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,white,Female,35-44,9,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,other_race,Male,<25,3,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,other_race,Male,55-64,3,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2015-10-01,09,1,black,Male,<25,14,0,0,0,0,0,2015-10-01,2015-Q4,Q4,2015
2016-01-01,09,1,black,Female,55-64,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Female,35-44,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Male,<25,11,1,1,0,0,1,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Female,35-44,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,asian,Male,35-44,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Female,55-64,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Female,25-34,20,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Female,25-34,15,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Male,<25,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Female,25-34,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Male,55-64,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,asian,Female,25-34,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Female,25-34,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Male,<25,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Female,<25,7,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Male,25-34,40,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Male,45-54,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Female,<25,3,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,asian,Male,55-64,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Male,45-54,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Female,45-54,5,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Male,25-34,38,1,1,0,0,1,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Male,65+,10,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Female,35-44,5,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Male,<25,17,1,1,1,1,2,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Male,55-64,14,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,asian,Male,25-34,3,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Male,35-44,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Female,55-64,9,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Male,35-44,34,1,0,0,1,1,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Female,45-54,7,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,latino,Male,25-34,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Male,35-44,6,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,asian,Male,<25,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Male,55-64,16,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Male,65+,7,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,asian,Female,45-54,1,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Female,35-44,19,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,black,Male,45-54,18,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Male,45-54,17,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Male,35-44,16,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,white,Female,65+,2,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-01-01,09,1,other_race,Male,25-34,3,0,0,0,0,0,2016-01-01,2016-Q1,Q1,2016
2016-04-01,09,1,latino,Male,45-54,2,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Female,<25,11,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Male,<25,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Female,45-54,18,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Male,<25,19,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Female,55-64,13,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Male,25-34,65,2,1,0,2,2,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Female,65+,7,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Male,25-34,4,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Male,35-44,12,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Male,45-54,3,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Male,45-54,5,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Female,65+,3,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Female,45-54,13,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Male,55-64,4,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Female,55-64,14,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Male,65+,15,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Male,55-64,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Male,35-44,12,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Female,25-34,28,1,1,1,0,1,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Female,55-64,3,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Male,35-44,2,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Male,35-44,36,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Female,25-34,3,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Male,55-64,15,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Male,25-34,9,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Female,65+,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Male,25-34,44,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Female,25-34,4,1,1,1,0,1,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Male,55-64,5,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Female,45-54,2,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Female,55-64,3,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Male,<25,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Male,65+,8,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Male,45-54,26,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,latino,Female,35-44,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Male,55-64,22,1,1,0,0,1,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Male,65+,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Female,25-34,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Male,35-44,34,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Female,45-54,2,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Male,45-54,20,0,1,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,other_race,Male,25-34,6,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Female,25-34,34,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Male,<25,31,1,1,0,0,1,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,asian,Female,<25,1,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Female,<25,13,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,white,Female,35-44,15,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-04-01,09,1,black,Female,35-44,20,0,0,0,0,0,2016-04-01,2016-Q2,Q2,2016
2016-07-01,09,1,asian,Male,<25,5,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Female,55-64,13,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Male,55-64,2,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Male,25-34,5,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Male,<25,28,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Male,45-54,5,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Female,<25,17,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Female,35-44,34,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Female,45-54,21,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Male,35-44,3,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Female,65+,6,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Male,25-34,47,0,0,0,1,1,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Female,45-54,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Female,45-54,23,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Male,45-54,31,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Female,25-34,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Male,35-44,3,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Male,35-44,4,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Female,25-34,29,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Male,55-64,2,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Male,<25,2,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Male,45-54,38,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Male,<25,28,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Male,45-54,4,1,1,0,0,1,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Female,35-44,22,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Male,55-64,24,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Male,35-44,42,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Female,25-34,3,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Male,55-64,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Male,25-34,6,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Female,35-44,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Female,65+,10,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Male,65+,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Female,55-64,9,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Male,<25,2,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,latino,Female,35-44,2,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Male,65+,15,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Female,<25,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Female,45-54,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Male,45-54,5,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Female,<25,11,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,other_race,Female,45-54,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Male,25-34,63,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,white,Male,65+,18,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Male,35-44,46,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Male,25-34,4,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,asian,Female,<25,1,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-07-01,09,1,black,Female,25-34,45,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
